original_text,tokenized_text,avg_politeness_score,politeness_std,all_politeness_scores,binary_politeness_score,doc_len
"Yeah, and why don't it try to convert 'abc' to int and add to 1? Apples + Bananas gives you what?","['yeah', ',', 'and', 'why', 'do', ""n't"", 'it', 'try', 'to', 'convert', ""'abc"", ""'"", 'to', 'int', 'and', 'add', 'to', '1', '?', 'apples', '+', 'bananas', 'gives', 'you', 'what', '?']",9.4,3.2,"[9, 5, 13, 13, 7]",-1,26
"1st of all, I think `string` is a reserved word, and shouldn't be used. Second of all, have you tried debugging with console.log?","['1st', 'of', 'all', ',', 'i', 'think', '`', 'string', '`', 'is', 'a', 'reserved', 'word', ',', 'and', 'should', ""n't"", 'be', 'used', '.', 'second', 'of', 'all', ',', 'have', 'you', 'tried', 'debugging', 'with', 'console.log', '?']",9.6,3.0724582991474434,"[13, 9, 13, 5, 8]",-1,31
That is why I suggest the following: either we refer to him as u201cSouth-Netherlandishu201d (like he is described on the Dutch Wikipedia page) or we omit the nationality completely and we just mention the cities he lived in. Does this seem acceptable?,"['that', 'is', 'why', 'i', 'suggest', 'the', 'following', ':', 'either', 'we', 'refer', 'to', 'him', 'as', 'u201csouth-netherlandishu201d', '(', 'like', 'he', 'is', 'described', 'on', 'the', 'dutch', 'wikipedia', 'page', ')', 'or', 'we', 'omit', 'the', 'nationality', 'completely', 'and', 'we', 'just', 'mention', 'the', 'cities', 'he', 'lived', 'in', '.', 'does', 'this', 'seem', 'acceptable', '?']",18.8,2.7129319932501073,"[16, 17, 23, 21, 17]",1,47
"I want to use an already existing encryption algorithm, so how am I designing this from scratch? I need to add somekind of code myself though to actually use this algorithm, right?","['i', 'want', 'to', 'use', 'an', 'already', 'existing', 'encryption', 'algorithm', ',', 'so', 'how', 'am', 'i', 'designing', 'this', 'from', 'scratch', '?', 'i', 'need', 'to', 'add', 'somekind', 'of', 'code', 'myself', 'though', 'to', 'actually', 'use', 'this', 'algorithm', ',', 'right', '?']",14.6,2.0591260281974,"[13, 13, 16, 18, 13]",0,36
Outside or inside? Is there are paint or enamel or anything on the wood already?,"['outside', 'or', 'inside', '?', 'is', 'there', 'are', 'paint', 'or', 'enamel', 'or', 'anything', 'on', 'the', 'wood', 'already', '?']",11.0,3.5777087639996634,"[13, 15, 13, 5, 9]",-1,17
"Oh ok- i know exchanges LOVE multicast. Anyway, are you trying to get a second machine to process the data for redundancy or for more throughput?","['oh', 'ok-', 'i', 'know', 'exchanges', 'love', 'multicast', '.', 'anyway', ',', 'are', 'you', 'trying', 'to', 'get', 'a', 'second', 'machine', 'to', 'process', 'the', 'data', 'for', 'redundancy', 'or', 'for', 'more', 'throughput', '?']",13.2,4.578209256903839,"[13, 14, 15, 19, 5]",1,29
"I suppose you don't have the chance to just set the right time zone on your server, e.g. with `dpkg-reconfigure tzdata` on a Debian machine?","['i', 'suppose', 'you', 'do', ""n't"", 'have', 'the', 'chance', 'to', 'just', 'set', 'the', 'right', 'time', 'zone', 'on', 'your', 'server', ',', 'e.g', '.', 'with', '`', 'dpkg-reconfigure', 'tzdata', '`', 'on', 'a', 'debian', 'machine', '?']",15.2,4.955804677345547,"[9, 22, 17, 18, 10]",0,31
"What is your exact question? How those effects can be achieved in general ('language-agnostic'), or how to do them in java and what libraries are best suited for such a task?","['what', 'is', 'your', 'exact', 'question', '?', 'how', 'those', 'effects', 'can', 'be', 'achieved', 'in', 'general', '(', ""'language-agnostic"", ""'"", ')', ',', 'or', 'how', 'to', 'do', 'them', 'in', 'java', 'and', 'what', 'libraries', 'are', 'best', 'suited', 'for', 'such', 'a', 'task', '?']",15.0,3.03315017762062,"[13, 20, 15, 16, 11]",0,37
"For a single one-off script, for a web project (e.g. Rails, Sinatra, or other) or are you creating utility code that you want available for many scripts?","['for', 'a', 'single', 'one-off', 'script', ',', 'for', 'a', 'web', 'project', '(', 'e.g', '.', 'rails', ',', 'sinatra', ',', 'or', 'other', ')', 'or', 'are', 'you', 'creating', 'utility', 'code', 'that', 'you', 'want', 'available', 'for', 'many', 'scripts', '?']",17.4,3.1368774282716245,"[13, 21, 16, 21, 16]",1,34
"I'm slightly unknowledgeable about CGI, seeing as it is stoneage technology I haven't used for almost 10 years, but.... Isn't that how CGI works? Like, per definition?","['i', ""'m"", 'slightly', 'unknowledgeable', 'about', 'cgi', ',', 'seeing', 'as', 'it', 'is', 'stoneage', 'technology', 'i', 'have', ""n't"", 'used', 'for', 'almost', '10', 'years', ',', 'but', '....', 'is', ""n't"", 'that', 'how', 'cgi', 'works', '?', 'like', ',', 'per', 'definition', '?']",13.6,3.555277766926235,"[9, 13, 19, 16, 11]",0,36
"In <url>, people seemed to agree with you, but I just don't understand your proposal. So, what exactly do you mean in terms of category renaming/merging/recategorization?","['in', '<', 'url', '>', ',', 'people', 'seemed', 'to', 'agree', 'with', 'you', ',', 'but', 'i', 'just', 'do', ""n't"", 'understand', 'your', 'proposal', '.', 'so', ',', 'what', 'exactly', 'do', 'you', 'mean', 'in', 'terms', 'of', 'category', 'renaming/merging/recategorization', '?']",13.2,2.5612496949731396,"[14, 9, 13, 13, 17]",0,34
I know little about compilers. Isn't cygwin just a compiler?,"['i', 'know', 'little', 'about', 'compilers', '.', 'is', ""n't"", 'cygwin', 'just', 'a', 'compiler', '?']",13.4,3.2,"[17, 11, 9, 13, 17]",0,13
"sorry, yeah, that's what my file looks like. Well, the '& ~' isn't indented, but that doesnt matter right?","['sorry', ',', 'yeah', ',', 'that', ""'s"", 'what', 'my', 'file', 'looks', 'like', '.', 'well', ',', 'the', ""'"", '&', '~', ""'"", 'is', ""n't"", 'indented', ',', 'but', 'that', 'doesnt', 'matter', 'right', '?']",16.0,3.3466401061363023,"[17, 13, 13, 15, 22]",1,29
The two summing nodes shouldn't affect each other.  Can you draw the circuit?,"['the', 'two', 'summing', 'nodes', 'should', ""n't"", 'affect', 'each', 'other', '.', 'can', 'you', 'draw', 'the', 'circuit', '?']",13.6,2.939387691339814,"[13, 11, 10, 17, 17]",0,16
showing some code would greatly help e.g. how did you declare 'path'?,"['showing', 'some', 'code', 'would', 'greatly', 'help', 'e.g', '.', 'how', 'did', 'you', 'declare', ""'path"", ""'"", '?']",14.8,1.8330302779823362,"[17, 17, 14, 13, 13]",1,15
"Your first sentence is unclear. When you say, ""which might differ just slightly"" are you referring to the colors or the random numbers?","['your', 'first', 'sentence', 'is', 'unclear', '.', 'when', 'you', 'say', ',', '``', 'which', 'might', 'differ', 'just', 'slightly', ""''"", 'are', 'you', 'referring', 'to', 'the', 'colors', 'or', 'the', 'random', 'numbers', '?']",14.6,3.6110940170535577,"[9, 13, 15, 16, 20]",0,28
Is there something more to your question that you would like answered?  More details?,"['is', 'there', 'something', 'more', 'to', 'your', 'question', 'that', 'you', 'would', 'like', 'answered', '?', 'more', 'details', '?']",14.0,3.22490309931942,"[17, 18, 13, 13, 9]",0,16
PHP is not made for long run. Why do you need it?,"['php', 'is', 'not', 'made', 'for', 'long', 'run', '.', 'why', 'do', 'you', 'need', 'it', '?']",12.0,2.1908902300206643,"[10, 13, 15, 9, 13]",0,14
I happened to notice this odd edit here: <url>. A weird thing for an anon IP to do?,"['i', 'happened', 'to', 'notice', 'this', 'odd', 'edit', 'here', ':', '<', 'url', '>', '.', 'a', 'weird', 'thing', 'for', 'an', 'anon', 'ip', 'to', 'do', '?']",14.6,3.2,"[13, 13, 13, 21, 13]",0,23
does the fading stay constant?  Or do you also want to change how lighter or darker the top gets??,"['does', 'the', 'fading', 'stay', 'constant', '?', 'or', 'do', 'you', 'also', 'want', 'to', 'change', 'how', 'lighter', 'or', 'darker', 'the', 'top', 'gets', '?', '?']",15.8,2.993325909419153,"[13, 13, 17, 15, 21]",1,22
`transistors`?  `transistor-level`?,"['`', 'transistors', '`', '?', '`', 'transistor-level', '`', '?']",9.0,3.3466401061363023,"[9, 15, 7, 5, 9]",-1,8
"I am able to do it using htmlText property. But, I want to wrap text around HBox ( that contains image)?","['i', 'am', 'able', 'to', 'do', 'it', 'using', 'htmltext', 'property', '.', 'but', ',', 'i', 'want', 'to', 'wrap', 'text', 'around', 'hbox', '(', 'that', 'contains', 'image', ')', '?']",14.0,1.5491933384829668,"[13, 13, 17, 14, 13]",0,25
"""New dictator?""  Who's the old one?  And who are ""others in your gang""?","['``', 'new', 'dictator', '?', ""''"", 'who', ""'s"", 'the', 'old', 'one', '?', 'and', 'who', 'are', '``', 'others', 'in', 'your', 'gang', ""''"", '?']",7.8,5.268775948927796,"[6, 9, 6, 1, 17]",-1,21
"Maybe a misspelling, or just having one of those brain fade days (which I suffer often). Did you mean defer or refrain in that opening line in your comment?","['maybe', 'a', 'misspelling', ',', 'or', 'just', 'having', 'one', 'of', 'those', 'brain', 'fade', 'days', '(', 'which', 'i', 'suffer', 'often', ')', '.', 'did', 'you', 'mean', 'defer', 'or', 'refrain', 'in', 'that', 'opening', 'line', 'in', 'your', 'comment', '?']",15.0,4.732863826479693,"[9, 17, 23, 13, 13]",0,34
"I know, I looked it up and fixed the article, but it was annoying that you just changed one small thing making the page contradict itself. What's the use changing it if the reader will have no idea what's going on?","['i', 'know', ',', 'i', 'looked', 'it', 'up', 'and', 'fixed', 'the', 'article', ',', 'but', 'it', 'was', 'annoying', 'that', 'you', 'just', 'changed', 'one', 'small', 'thing', 'making', 'the', 'page', 'contradict', 'itself', '.', 'what', ""'s"", 'the', 'use', 'changing', 'it', 'if', 'the', 'reader', 'will', 'have', 'no', 'idea', 'what', ""'s"", 'going', 'on', '?']",9.2,3.9698866482558417,"[11, 6, 8, 16, 5]",-1,47
Why not use a database such as MySQL? And more disturbing is why didn't anyone mention that ?!?!,"['why', 'not', 'use', 'a', 'database', 'such', 'as', 'mysql', '?', 'and', 'more', 'disturbing', 'is', 'why', 'did', ""n't"", 'anyone', 'mention', 'that', '?', '!', '?', '!']",7.4,2.870540018881465,"[4, 9, 11, 9, 4]",-1,23
A quick search finds this code. http://staff.washington.edu/dushaw/GPS/gettracks.awk Is that checksum function what you are looking for?,"['a', 'quick', 'search', 'finds', 'this', 'code', '.', 'http', ':', '//staff.washington.edu/dushaw/gps/gettracks.awk', 'is', 'that', 'checksum', 'function', 'what', 'you', 'are', 'looking', 'for', '?']",16.4,2.33238075793812,"[13, 17, 15, 17, 20]",1,20
"You need to further explain this question to get a good answer.

Given an integer as input, what is the output that you want?","['you', 'need', 'to', 'further', 'explain', 'this', 'question', 'to', 'get', 'a', 'good', 'answer', '.', 'given', 'an', 'integer', 'as', 'input', ',', 'what', 'is', 'the', 'output', 'that', 'you', 'want', '?']",8.4,5.642694391866354,"[5, 18, 9, 1, 9]",-1,27
"Tom, that article is ready for publication, was written by someone else, and your changes aren't improving it.  Did MER-C ask you to work on it?","['tom', ',', 'that', 'article', 'is', 'ready', 'for', 'publication', ',', 'was', 'written', 'by', 'someone', 'else', ',', 'and', 'your', 'changes', 'are', ""n't"", 'improving', 'it', '.', 'did', 'mer-c', 'ask', 'you', 'to', 'work', 'on', 'it', '?']",5.8,3.9191835884530852,"[5, 5, 1, 5, 13]",-1,32
Ron - I'm interested in your edit comment here <url>. Your position is that RC is a sufficiently reliable source that anything it mentions is automatically notable?,"['ron', '-', 'i', ""'m"", 'interested', 'in', 'your', 'edit', 'comment', 'here', '<', 'url', '>', '.', 'your', 'position', 'is', 'that', 'rc', 'is', 'a', 'sufficiently', 'reliable', 'source', 'that', 'anything', 'it', 'mentions', 'is', 'automatically', 'notable', '?']",15.0,3.63318042491699,"[19, 9, 16, 13, 18]",0,32
"I saw you removed the copyright CSD from Universum University as being ""unclear copyright status"".  What am I missing?","['i', 'saw', 'you', 'removed', 'the', 'copyright', 'csd', 'from', 'universum', 'university', 'as', 'being', '``', 'unclear', 'copyright', 'status', ""''"", '.', 'what', 'am', 'i', 'missing', '?']",12.8,2.85657137141714,"[17, 13, 13, 8, 13]",-1,23
Take a look at: <url> Baltimore's were ordered as Recon bomber/ Great Britain  - this is the GR designation??,"['take', 'a', 'look', 'at', ':', '<', 'url', '>', 'baltimore', ""'s"", 'were', 'ordered', 'as', 'recon', 'bomber/', 'great', 'britain', '-', 'this', 'is', 'the', 'gr', 'designation', '?', '?']",13.0,2.5298221281347035,"[9, 13, 13, 13, 17]",-1,25
"Hello Jennica, I noticed you revert vandalsm occasionally. Would you like me to grant your account <url> to help you revert vandalism more easily?","['hello', 'jennica', ',', 'i', 'noticed', 'you', 'revert', 'vandalsm', 'occasionally', '.', 'would', 'you', 'like', 'me', 'to', 'grant', 'your', 'account', '<', 'url', '>', 'to', 'help', 'you', 'revert', 'vandalism', 'more', 'easily', '?']",16.8,7.858753081755401,"[25, 17, 19, 2, 21]",1,29
Need a direction. How do I do it?,"['need', 'a', 'direction', '.', 'how', 'do', 'i', 'do', 'it', '?']",17.4,5.122499389946279,"[25, 13, 17, 11, 21]",0,10
Thank you for the additional information. Can you please educate me why we must use different terms if it is just differing numbers of n and k. Is there a practical significance?,"['thank', 'you', 'for', 'the', 'additional', 'information', '.', 'can', 'you', 'please', 'educate', 'me', 'why', 'we', 'must', 'use', 'different', 'terms', 'if', 'it', 'is', 'just', 'differing', 'numbers', 'of', 'n', 'and', 'k.', 'is', 'there', 'a', 'practical', 'significance', '?']",14.8,4.915282290977803,"[9, 18, 17, 9, 21]",0,34
Have you tried doing a whois? Can you give us a sample URL?,"['have', 'you', 'tried', 'doing', 'a', 'whois', '?', 'can', 'you', 'give', 'us', 'a', 'sample', 'url', '?']",12.8,3.6,"[9, 9, 17, 12, 17]",-1,15
I was thinking more of making the line longer so that the team's name can fit on it. Is that doable?,"['i', 'was', 'thinking', 'more', 'of', 'making', 'the', 'line', 'longer', 'so', 'that', 'the', 'team', ""'s"", 'name', 'can', 'fit', 'on', 'it', '.', 'is', 'that', 'doable', '?']",18.0,3.687817782917155,"[17, 14, 25, 17, 17]",1,24
Is it managed or native? Can you throw some more details?,"['is', 'it', 'managed', 'or', 'native', '?', 'can', 'you', 'throw', 'some', 'more', 'details', '?']",14.4,3.3226495451672298,"[9, 15, 19, 16, 13]",0,13
"How do I ""inform a Wikiproject""? I would have liked to do so in several articles, but is this not <url>?","['how', 'do', 'i', '``', 'inform', 'a', 'wikiproject', ""''"", '?', 'i', 'would', 'have', 'liked', 'to', 'do', 'so', 'in', 'several', 'articles', ',', 'but', 'is', 'this', 'not', '<', 'url', '>', '?']",14.2,1.1661903789690602,"[13, 14, 15, 13, 16]",0,28
Thanks! :) So we're allowed to do multiple revdels at a time now?,"['thanks', '!', ':', ')', 'so', 'we', ""'re"", 'allowed', 'to', 'do', 'multiple', 'revdels', 'at', 'a', 'time', 'now', '?']",18.2,1.9390719429665317,"[20, 21, 16, 17, 17]",1,17
"I'm sure there is a way to tackle this problem, but we'll need more information. Can you try explaining the issue a bit more thoroughly?","['i', ""'m"", 'sure', 'there', 'is', 'a', 'way', 'to', 'tackle', 'this', 'problem', ',', 'but', 'we', ""'ll"", 'need', 'more', 'information', '.', 'can', 'you', 'try', 'explaining', 'the', 'issue', 'a', 'bit', 'more', 'thoroughly', '?']",19.0,3.5777087639996634,"[17, 15, 21, 25, 17]",1,30
"Alright, the NPOV template is even worse, since it specifically points people to a talk page discussion which does not exist. Why are you adding these templates?","['alright', ',', 'the', 'npov', 'template', 'is', 'even', 'worse', ',', 'since', 'it', 'specifically', 'points', 'people', 'to', 'a', 'talk', 'page', 'discussion', 'which', 'does', 'not', 'exist', '.', 'why', 'are', 'you', 'adding', 'these', 'templates', '?']",12.4,2.5768197453450252,"[12, 13, 8, 13, 16]",-1,31
"I'm getting a little nervous that the FAC's not attracting much attention. You know FAC much better than I do, should I be worried yet?","['i', ""'m"", 'getting', 'a', 'little', 'nervous', 'that', 'the', 'fac', ""'s"", 'not', 'attracting', 'much', 'attention', '.', 'you', 'know', 'fac', 'much', 'better', 'than', 'i', 'do', ',', 'should', 'i', 'be', 'worried', 'yet', '?']",14.2,2.481934729198171,"[13, 17, 15, 16, 10]",0,30
"What kind of files are we talking about? Can you elaborate what you mean by ""hardlink"" in this case?","['what', 'kind', 'of', 'files', 'are', 'we', 'talking', 'about', '?', 'can', 'you', 'elaborate', 'what', 'you', 'mean', 'by', '``', 'hardlink', ""''"", 'in', 'this', 'case', '?']",14.2,1.4696938456699067,"[13, 13, 13, 16, 16]",0,23
"So you want the individual ""points"" in your final Perlin-noise-shaped function to have a random distribution instead of the normal distribution?  And do this while still having a perlin-shaped map?","['so', 'you', 'want', 'the', 'individual', '``', 'points', ""''"", 'in', 'your', 'final', 'perlin-noise-shaped', 'function', 'to', 'have', 'a', 'random', 'distribution', 'instead', 'of', 'the', 'normal', 'distribution', '?', 'and', 'do', 'this', 'while', 'still', 'having', 'a', 'perlin-shaped', 'map', '?']",13.8,5.74108003776293,"[3, 17, 13, 19, 17]",0,34
Hi good work on Juno one thing in the background section Rommel had handed over to General <url> and left Tunisia prior to the surrender. Don't know if you want to change that to - Following the Anglo-American victory against the <url> or von Arnim ?,"['hi', 'good', 'work', 'on', 'juno', 'one', 'thing', 'in', 'the', 'background', 'section', 'rommel', 'had', 'handed', 'over', 'to', 'general', '<', 'url', '>', 'and', 'left', 'tunisia', 'prior', 'to', 'the', 'surrender', '.', 'do', ""n't"", 'know', 'if', 'you', 'want', 'to', 'change', 'that', 'to', '-', 'following', 'the', 'anglo-american', 'victory', 'against', 'the', '<', 'url', '>', 'or', 'von', 'arnim', '?']",14.8,1.8330302779823362,"[14, 13, 17, 13, 17]",0,52
Does it REALLY have to be IrfanView? Why not a free library like FreeImage or ImageMagick?,"['does', 'it', 'really', 'have', 'to', 'be', 'irfanview', '?', 'why', 'not', 'a', 'free', 'library', 'like', 'freeimage', 'or', 'imagemagick', '?']",8.8,3.4871191548325386,"[5, 9, 14, 11, 5]",-1,18
I don't understand what you mean exactly. Isn't that just some kind of minimum spanning tree?,"['i', 'do', ""n't"", 'understand', 'what', 'you', 'mean', 'exactly', '.', 'is', ""n't"", 'that', 'just', 'some', 'kind', 'of', 'minimum', 'spanning', 'tree', '?']",14.2,1.7204650534085253,"[17, 12, 13, 14, 15]",0,20
It seems <url> has tagged the following baiting articles <url> <url> <url> and <url> with a delete tag out of spite.  It there a  way to remedy this type of poor behaviour ?,"['it', 'seems', '<', 'url', '>', 'has', 'tagged', 'the', 'following', 'baiting', 'articles', '<', 'url', '>', '<', 'url', '>', '<', 'url', '>', 'and', '<', 'url', '>', 'with', 'a', 'delete', 'tag', 'out', 'of', 'spite', '.', 'it', 'there', 'a', 'way', 'to', 'remedy', 'this', 'type', 'of', 'poor', 'behaviour', '?']",11.4,3.2,"[17, 9, 13, 9, 9]",0,44
this is source code... what is the question? Do you really think that throwing code at us will solve your problem?!,"['this', 'is', 'source', 'code', '...', 'what', 'is', 'the', 'question', '?', 'do', 'you', 'really', 'think', 'that', 'throwing', 'code', 'at', 'us', 'will', 'solve', 'your', 'problem', '?', '!']",8.0,4.1952353926806065,"[3, 13, 13, 6, 5]",-1,25
"Will you accept that by renominating the article last night you were essentially discarding Delldot's and my previous review, as well as sidestepping Leevanjackson as the primary contributor to that article? If not, why?","['will', 'you', 'accept', 'that', 'by', 'renominating', 'the', 'article', 'last', 'night', 'you', 'were', 'essentially', 'discarding', 'delldot', ""'s"", 'and', 'my', 'previous', 'review', ',', 'as', 'well', 'as', 'sidestepping', 'leevanjackson', 'as', 'the', 'primary', 'contributor', 'to', 'that', 'article', '?', 'if', 'not', ',', 'why', '?']",17.8,1.7204650534085253,"[21, 16, 18, 17, 17]",0,39
It should automatically pick them up. Is it not?,"['it', 'should', 'automatically', 'pick', 'them', 'up', '.', 'is', 'it', 'not', '?']",15.4,1.4966629547095764,"[15, 17, 15, 13, 17]",0,11
`i = rand() % length;`. Maybe you mean `k = rand() % length;`?,"['`', 'i', '=', 'rand', '(', ')', '%', 'length', ';', '`', '.', 'maybe', 'you', 'mean', '`', 'k', '=', 'rand', '(', ')', '%', 'length', ';', '`', '?']",13.6,2.8000000000000003,"[9, 13, 13, 17, 16]",0,25
"@antony, the thread you linked put data about this in spoiler tags. Do you think the answer would qualify as spoilers?","['@', 'antony', ',', 'the', 'thread', 'you', 'linked', 'put', 'data', 'about', 'this', 'in', 'spoiler', 'tags', '.', 'do', 'you', 'think', 'the', 'answer', 'would', 'qualify', 'as', 'spoilers', '?']",15.8,2.6381811916545836,"[16, 20, 13, 17, 13]",0,25
"It is disputed among admins regarding the protection of userpages, although the policy says that users can have their user/user sub-pages (but not the talks) semi-protected if the user requests it. Are there other subpages of yours that you'd like protecting?","['it', 'is', 'disputed', 'among', 'admins', 'regarding', 'the', 'protection', 'of', 'userpages', ',', 'although', 'the', 'policy', 'says', 'that', 'users', 'can', 'have', 'their', 'user/user', 'sub-pages', '(', 'but', 'not', 'the', 'talks', ')', 'semi-protected', 'if', 'the', 'user', 'requests', 'it', '.', 'are', 'there', 'other', 'subpages', 'of', 'yours', 'that', 'you', ""'d"", 'like', 'protecting', '?']",19.2,2.7129319932501073,"[15, 17, 22, 21, 21]",1,47
Do you still feel there is a POV/NPOV dispute on the article? Do you feel mediation is still needed?,"['do', 'you', 'still', 'feel', 'there', 'is', 'a', 'pov/npov', 'dispute', 'on', 'the', 'article', '?', 'do', 'you', 'feel', 'mediation', 'is', 'still', 'needed', '?']",13.8,2.993325909419153,"[17, 13, 13, 9, 17]",0,21
@Praetorian: You had me into tears. I agree to you but is that going to help me with my question?,"['@', 'praetorian', ':', 'you', 'had', 'me', 'into', 'tears', '.', 'i', 'agree', 'to', 'you', 'but', 'is', 'that', 'going', 'to', 'help', 'me', 'with', 'my', 'question', '?']",7.2,3.8678159211627436,"[6, 13, 5, 2, 10]",-1,24
"<url>  Honestly, I'd like to know if you really are defending <url>.  Do you really believe that they were justified?","['<', 'url', '>', 'honestly', ',', 'i', ""'d"", 'like', 'to', 'know', 'if', 'you', 'really', 'are', 'defending', '<', 'url', '>', '.', 'do', 'you', 'really', 'believe', 'that', 'they', 'were', 'justified', '?']",9.2,2.7129319932501073,"[5, 11, 13, 8, 9]",-1,28
"Are these whole frozen crab, crab legs, or crab meat?  Is it pre-cooked or pasteurized?","['are', 'these', 'whole', 'frozen', 'crab', ',', 'crab', 'legs', ',', 'or', 'crab', 'meat', '?', 'is', 'it', 'pre-cooked', 'or', 'pasteurized', '?']",7.0,3.5777087639996634,"[11, 5, 9, 9, 1]",-1,19
What would that do? Is that good?,"['what', 'would', 'that', 'do', '?', 'is', 'that', 'good', '?']",13.0,4.242640687119285,"[12, 9, 21, 13, 10]",0,9
Binary shift? Divide?,"['binary', 'shift', '?', 'divide', '?']",12.6,0.7999999999999999,"[13, 13, 13, 11, 13]",-1,5
@Evan: ? Is this a car thing?,"['@', 'evan', ':', '?', 'is', 'this', 'a', 'car', 'thing', '?']",15.6,5.083306010855534,"[9, 21, 12, 14, 22]",0,10
"I suppose I should not have used rollback. I was aware of the problem, but you had not solved it, had you?","['i', 'suppose', 'i', 'should', 'not', 'have', 'used', 'rollback', '.', 'i', 'was', 'aware', 'of', 'the', 'problem', ',', 'but', 'you', 'had', 'not', 'solved', 'it', ',', 'had', 'you', '?']",10.6,3.49857113690718,"[9, 6, 9, 13, 16]",-1,26
Welcome to the site! Are the rims the same size on both bikes?,"['welcome', 'to', 'the', 'site', '!', 'are', 'the', 'rims', 'the', 'same', 'size', 'on', 'both', 'bikes', '?']",19.4,4.079215610874227,"[21, 13, 17, 21, 25]",1,15
"you're right it doesn't install, I was waiting for that. But it sais that I can only login in an account with 200 points reputation, what's that?","['you', ""'re"", 'right', 'it', 'does', ""n't"", 'install', ',', 'i', 'was', 'waiting', 'for', 'that', '.', 'but', 'it', 'sais', 'that', 'i', 'can', 'only', 'login', 'in', 'an', 'account', 'with', '200', 'points', 'reputation', ',', 'what', ""'s"", 'that', '?']",15.6,3.878143885933063,"[9, 17, 15, 21, 16]",0,34
"What does it mean that you want ""the variation between routes"" as small as possible? Could you rephrase the question?","['what', 'does', 'it', 'mean', 'that', 'you', 'want', '``', 'the', 'variation', 'between', 'routes', ""''"", 'as', 'small', 'as', 'possible', '?', 'could', 'you', 'rephrase', 'the', 'question', '?']",17.2,4.664761515876241,"[15, 25, 16, 19, 11]",1,24
"I can't help but think that you're making this much more complicated than it should be.  HTML already handles word wrapping beautifully, why would you manually add line breaks to text that has characters with dynamic width?","['i', 'ca', ""n't"", 'help', 'but', 'think', 'that', 'you', ""'re"", 'making', 'this', 'much', 'more', 'complicated', 'than', 'it', 'should', 'be', '.', 'html', 'already', 'handles', 'word', 'wrapping', 'beautifully', ',', 'why', 'would', 'you', 'manually', 'add', 'line', 'breaks', 'to', 'text', 'that', 'has', 'characters', 'with', 'dynamic', 'width', '?']",9.2,3.1240998703626617,"[9, 9, 7, 15, 6]",-1,42
Which views version are you using? Are you using the views-7.x-3.x-dev with the new UI?,"['which', 'views', 'version', 'are', 'you', 'using', '?', 'are', 'you', 'using', 'the', 'views-7.x-3.x-dev', 'with', 'the', 'new', 'ui', '?']",9.0,2.5298221281347035,"[9, 5, 13, 9, 9]",-1,17
It works without errors. Can you please add a [minimal example](http://meta.tex.stackexchange.com/q/228/1235) that illustrates your problem?,"['it', 'works', 'without', 'errors', '.', 'can', 'you', 'please', 'add', 'a', '[', 'minimal', 'example', ']', '(', 'http', ':', '//meta.tex.stackexchange.com/q/228/1235', ')', 'that', 'illustrates', 'your', 'problem', '?']",15.8,1.7204650534085253,"[13, 17, 15, 16, 18]",1,24
What error does it show? Can you post the stack trace?,"['what', 'error', 'does', 'it', 'show', '?', 'can', 'you', 'post', 'the', 'stack', 'trace', '?']",17.2,3.7094473981982814,"[21, 11, 16, 17, 21]",1,13
Maybe one of your Processors died?  Was it a dual core or more?,"['maybe', 'one', 'of', 'your', 'processors', 'died', '?', 'was', 'it', 'a', 'dual', 'core', 'or', 'more', '?']",16.8,4.1182520563948,"[21, 11, 18, 13, 21]",0,15
@Fishtoaster I'm confused though how to reword it though. What category *is* phpMyAdmin?,"['@', 'fishtoaster', 'i', ""'m"", 'confused', 'though', 'how', 'to', 'reword', 'it', 'though', '.', 'what', 'category', '*', 'is', '*', 'phpmyadmin', '?']",16.0,3.687817782917155,"[13, 21, 13, 20, 13]",0,19
"Thanks, I've PNG-ised these, and they look quite a lot better (to me, anyway!) &mdash; ""cbc decryption.png"" was missing; I don't suppose that's easily available, for completeness?","['thanks', ',', 'i', ""'ve"", 'png-ised', 'these', ',', 'and', 'they', 'look', 'quite', 'a', 'lot', 'better', '(', 'to', 'me', ',', 'anyway', '!', ')', '&', 'mdash', ';', '``', 'cbc', 'decryption.png', ""''"", 'was', 'missing', ';', 'i', 'do', ""n't"", 'suppose', 'that', ""'s"", 'easily', 'available', ',', 'for', 'completeness', '?']",15.8,6.11228271597445,"[14, 17, 25, 17, 6]",0,43
"""I'm aware of WSOD Walkthrough but none of the reasons seems to apply this case.."" have you added the error reporting in the index.php? Do you get some errors then?","['``', 'i', ""'m"", 'aware', 'of', 'wsod', 'walkthrough', 'but', 'none', 'of', 'the', 'reasons', 'seems', 'to', 'apply', 'this', 'case', '..', ""''"", 'have', 'you', 'added', 'the', 'error', 'reporting', 'in', 'the', 'index.php', '?', 'do', 'you', 'get', 'some', 'errors', 'then', '?']",19.2,4.214261501141095,"[13, 21, 16, 21, 25]",1,36
"Based on the lack of reply, maybe you should take a different approach. What is wrong with installing 300 drivers?","['based', 'on', 'the', 'lack', 'of', 'reply', ',', 'maybe', 'you', 'should', 'take', 'a', 'different', 'approach', '.', 'what', 'is', 'wrong', 'with', 'installing', '300', 'drivers', '?']",16.0,6.6332495807108,"[24, 13, 5, 17, 21]",1,23
